pair,dataset,resampling,n_features,mean_JS_A,mean_JS_B,median_JS_A,median_JS_B,mean_delta,pct_flagged_bb,pct_ci_sep_bb
xgb_tab_elliptic_vs_xgb_sage_l1_elliptic,elliptic,block_time,165,0.22736097715722303,0.19748546858874522,0.190628771477687,0.16144760587367135,-0.02987550856847774,46.06060606060606,41.21212121212121
xgb_random_emb_elliptic_vs_xgb_sage_l1_elliptic,elliptic,block_time,165,0.23304654055476048,0.20878494453439173,0.1989120115433648,0.17538647205436228,-0.024261596020368738,39.39393939393939,38.18181818181818
